"codigo"|"descripcion"|"habil"|"rubro"|"seccion"
0|SIN MARCA|S|0|0
1|AEROCOR|S|1|0
2|FAESPO SRL|S|1|0
3|TEKNIPLANT|S|1|0
4|RODRIFLOR|S|1|0
5|VER MARCA|S|1|0
6|RODRIFLOR|S|1|0
7|OTRA PRUEBA|S|1|0
8|OTRA PRUEBA|S|1|0
9|DELTA IMPORTACIONES|S|1|0
10|DUAL POWER|S|1|0
11|NUEVA 11 VET|S|3|0
12|NUEVA 12 COMB|S|4|0
13|NUEVA 13 SERV|S|5|0
14|RODRIFLOR|S|1|0
15|FORNAX|S|2|0
16|MOLDE|S|1|0
17|ALMANDOZ|S|1|0
18|AEI|S|2|0
19|DAVID ANDREA |S|1|0
20|PELUCHES MIMOSO|S|1|0
21|SHADE ONLY SPORT|S|1|0
22|CRUZ SILVA MEDIN GILMER|S|1|0
23|MATTE CRACK|S|1|0
24|INDIKIDS SRL|S|1|0
25|HUDSON|S|1|0
26|CUELLO MAYER MARIEL EUGENIA|S|1|0
27|PASTAFACIL|S|2|0
28|MOLE|S|1|0
29|WOODEN|S|1|0
30|SAINT GOTTARD|S|1|0
31|LA LECHERITA|S|1|0
32|CONAMOR|S|1|0
33|NEPAL OBJETOS SRL|S|1|0
34|EN TU CASA|S|1|0
35|CITISOL SA|S|1|0
36|ARTISTAS CRESPO|S|1|0
37|UNOMOTOR|S|2|0
38|ASER FILTROS|S|2|0
39|MARSHALL GROUP SRL|S|1|0
40|BELLO ABRIL|S|1|0
41|NANCY CURA|S|1|0
42|HIDRO SEERY|S|2|0
43|DISTRIBUIDORA PUNTO COM SAS|S|1|0
44|TELPLAST |S|2|0
45|REOPEN S.A.|S|1|0
46|NATURAL SEED|S|1|0
47|PIRVAR|S|2|0
48|PIERABELLA|S|2|0
49|COMPLOT MG|S|1|0
50|INYSA|S|1|0
51|INCEL|S|2|0
52|KITCHEN WEST|S|2|0
53|METAPLAST|S|2|0
54|BODEGA LAS PERDICES|S|1|0
55|ROMA HERRAJES|S|2|0
56|MISSI SABRINA NOEMI|S|1|0
57|CICCARELLI DECORACION|S|1|0
58|VELILLA MONTERO|S|1|0
59|CASA STELLA MARIS|S|1|0
60|MAZZA MARIA DEL CARMEN|S|1|0
61|MAGH|S|1|0
62|BROOMY|S|1|0
63|BORDIGONI HNOS. SA|S|1|0
64|COLECCION ABRIL|S|1|0
65|ALEVAY|S|1|0
66|TEXTIL PAMPENA|S|1|0
67|FANINEE|S|1|0
68|WUAU|S|1|0
69|LEE JUNG KYUN|S|1|0
70|CONDESA|S|1|0
71|AIRWID|S|1|0
72|DURACELL|S|1|0
73|MARECHIARE|S|1|0
74|CIMARRON|S|1|0
75|CURA TE ALMA|S|1|0
76|PAMPA VIDA S.A.|S|1|0
77|CONDRAC|S|1|0
78|LAS JOAQUINAS|S|1|0
79|MONA|S|1|0
80|ROSARIO IMPORT|S|2|0
81|BODEGA CENTURION|S|1|0
82|COLORES SOLIDOS|S|2|0
83|SPG IMPORT SRL|S|1|0
84|CRUZ SILVA MEDIN GILMER|S|1|0
85|BYF DECO S.A.|S|1|0
86|INTERMOBILI|S|1|0
87|REPACCS|S|2|0
88|MAGNOLIA|S|1|0
89|TAUROC|S|2|0
90|BODEGA BIANCHI|S|1|0
91|PIERABELLA|S|2|0
92|GUIWI SRL|S|1|0
93|CARNES DEL INTERIOR|S|1|0
94|CIMARRON|S|1|0
95|CESSIRA|S|1|0
96|INGRESE DESCRIPCION|S|1|0
97|FRIGORIFICO LA MORENA|S|1|0
98|SENGER CLAUDIO|S|1|0
99|LACTEOS CONOSUR|S|1|0
100|BVS SERVICIOS S.A.|S|2|0
101|PANIF. EL NONO GRINGO|S|1|0
102|ALBOR S.R.L.|S|1|0
103|PAMPA FOOD|S|1|0
104|ALFAJORES ROFAN|S|1|0
105|PANIFICACION FAUTINO MERNES|S|1|0
106|SHAFEMODA SA|S|1|0
107|CHIARA|S|1|0
108|KALCLA|S|1|0
109|LUZ CLARA|S|1|0
110|PANIF. ALEPAM|S|1|0
111|NUESTROS SABORES SNACK|S|1|0
112|SUAGRO SRL|S|1|0
113|CARPINTERIA RIVADAVIA|S|2|0
114|CIA. LUARCA|S|1|0
115|SUPERFIL|S|2|0
116|ARTENTINO|S|1|0
117|BILLIKEN|S|1|0
118|NOGOPAINT|S|2|0
119|MF HNOS SA|S|1|0
120|FLORALEN|S|1|0
121|MAYPER|S|2|0
122|SCURI KARINA ASTRID|S|1|0
123|ELECTRO RBB|S|2|0
124|ALIMENTOS TANDIL S.A.|S|1|0
125|ERGOS CAÑOS|S|2|0
126|RODRIGO SONDON|S|1|0
127|MANI KING|S|1|0
128|GORDILLO JUEGOS|S|1|0
129|DUFFY|S|1|0
130|NOT CO|S|1|0
131|COOP.DE TRABAJO FIDEERA|S|1|0
132|ENTRENUTS|S|1|0
133|MALI|S|1|0
134|PARNASSA SA|S|1|0
135|REGALOS CITY SRL|S|1|0
136|GILERA|S|2|0
137|PRIMITIVO URBANO|S|1|0
138|WAKAS S.A.|S|1|0
139|BODEGAS VARIAS|S|1|0
140|PRIMITIVO URBANO|S|1|0
141|LA CUMBRE|S|1|0
142|ENTRE PERRO Y LOBO|S|1|0
143|FRACCIONADORA SAN JUAN|S|1|0
144|FELCRAFT|S|1|0
145|QUE RICO COMIDAS CASERAS|S|1|0
146|PATKAS|S|1|0
147|ALPINA|S|2|0
148|PAPELERA ANIPEL|S|1|0
149|"123 LISTO"|S|1|0
150|SURTIDO|S|2|0
151|BLU SMARTPHONES|S|2|0
152|SCH PRODUCTOS ELABORADOS|S|1|0
153|LUMINATEC SRL|S|1|0
154|ALFAJORES LURE|S|1|0
155|CILO S.R.L.|S|1|0
156|MONDIAL|S|2|0
157|MUEBLES DEL SUR SRL|S|1|0
158|VESUBIO|S|2|0
159|EINHELL|S|2|0
160|YAPUR S.A.|S|1|0
161|ANGIOLA S.A.|S|1|0
162|VIAVITA NOBEL FOODS|S|1|0
163|MIA|S|1|0
164|VETE AL DIABLO|S|1|0
165|DYNAMITE|S|1|0
166|KUATI GRANOLAS|S|1|0
167|PAPELERA SAMSENG|S|1|0
168|WATERMELON|S|1|0
169|MATARO ACCESORIOS|S|1|0
170|CACHITA|S|1|0
171|EL PUELO|S|1|0
172|EMC MUEBLES|S|2|0
173|MIRANDO LA MODA|S|1|0
174|KREMIA|S|1|0
175|VEYKA|S|2|0
176|LESTER|S|1|0
177|GERROX SRL|S|1|0
178|PROMO UNILEVER|S|1|0
179|MATESTORE|S|1|0
180|LUSQTOFF ACCESORIOS|S|2|0
181|CULASSO VICTOR|S|1|0
182|CASILDA|S|2|0
183|ARTENARA|S|1|0
184|ARTENARA|S|1|0
185|GADI PABLO|S|1|0
186|FACTO ESPECIALES|S|1|0
187|MARAN|S|1|0
188|KOKEN|S|1|0
189|SALGUEIRO|S|2|0
190|GRUA PABLO|S|1|0
191|CASERITO|S|1|0
192|AKITA|S|1|0
193|LEE YANG SOOK|S|1|0
194|BOSETTO SA|S|1|0
195|BRONZE|S|1|0
196|DONATEX SRL|S|1|0
197|GLOW|S|1|0
198|CRMK SRL|S|1|0
199|WILLARD HOGAR|S|2|0
200|MOZART|S|2|0
201|ECMA ALUMINIO SRL|S|1|0
202|MUEBLES DEL SUR|S|1|0
203|MALLAS TM|S|2|0
204|BODEGA PUTRELE|S|1|0
205|DESCARTABLES CAROMAR|S|1|0
206|LA CHYRU|S|1|0
207|CEAPE GRANEL|S|1|0
208|ADECOAGRO|S|1|0
209|NEWPACK ARGENTINA SRL|S|1|0
210|INDELPLAS HOGAR|S|2|0
211|ROFINA|S|1|0
212|MAOAR S.R.L.|S|1|0
213|SMAREK HOGAR|S|2|0
214|VOSS 2000 CORRALON|S|2|0
215|CEG.HOGAR|S|2|0
216|shador|S|1|0
217|ZIBA CREACIONES|S|1|0
218|ELECTROLUX L.BLANCA|S|2|0
219|LEFRAN ARGENTINA|S|1|0
220|IAPI|S|1|0
221|PROYECTO UNO|S|1|0
222|TWIC S.A.|S|1|0
223|CECIL'S|S|1|0
224|CARDOZO NORMA|S|1|0
225|BARAMA|S|1|0
226|STAROPOLI CARLOS|S|1|0
227|KUKINAS|S|1|0
228|KUMHO|S|2|0
229|PANIF. DULCE LITORAL|S|1|0
230|PLASTIMART|S|1|0
231|SAN IGINIO|S|1|0
232|EL MUNDO DEL BAZAR|S|1|0
233|LUIS CAMPAGNOLA MUEBLES|S|1|0
234|CASTIGLIONE SA|S|1|0
235|AGLU ABUCEL SRL|S|1|0
236|SIN CULPA  ALFAJORES|S|1|0
237|BIZCOCHOS EL REY|S|1|0
238|EL BRUJO SRL|S|1|0
239|FELICES LAS VACAS|S|1|0
240|DELICIAN SIN TACC|S|1|0
241|ANTARTIDA PATY|S|1|0
242|ANTARTIDA GREEN LIFE|S|1|0
243|ANTARTIDA VEGETALEX|S|1|0
244|FUNDICION SOL DE MAYO|S|1|0
245|PASTAS DOÑA ROSA|S|1|0
246|ANTARTIDA MCCAIN FOOD|S|1|0
247|FRIGORIFICO INDAVISA|S|1|0
248|SOLQUIN,|S|1|0
249|MAXELL|S|1|0
250|MIEL DAVID|S|1|0
251|BODEGA SOTTANO|S|1|0
252|ANTARTIDA MC RETAIL|S|1|0
253|TMC|S|2|0
254|"373 DISTRIBUIDORA SRL"|S|2|0
255|ANTARTIDA FRUTAS|S|1|0
256|JIBUK SA|S|1|0
257|RICHS|S|1|0
258|CHOCOLATES INDUSTRIALES|S|1|0
259|INGRESE DESCRIPCION|S|2|0
260|INGRESE DESCRIPCION|S|2|0
261|INGRESE DESCRIPCION|S|2|0
262|INTIMITY SAS|S|1|0
263|JUSTINO ELABORADOS|S|1|0
264|FADIAL|S|1|0
265|FIBRAS 770|S|1|0
266|TKT|S|1|0
267|XENONA|S|1|0
268|QUIMYA YOG|S|1|0
269|PPR SOLUTION SRL|S|1|0
270|NATIVO HOME|S|1|0
271|MIR|S|2|0
272|LACTEOS AURORA SRL|S|1|0
273|DISTRI CREM|S|1|0
274|PRIVY|S|1|0
275|BASIC CODE|S|1|0
276|YURI|S|1|0
277|LOS CITRINOS|S|1|0
278|BIG JOY SRL|S|1|0
279|JESSY|S|1|0
280|WISH |S|1|0
281|UNI SYSTEM|S|1|0
282|DENIM LABEL GROUP SRL|S|1|0
283|EL GAUCHO|S|1|0
284|SANDERSON|S|2|0
285|DESTILERIA DEL LITORAL|S|1|0
286|LESOLEIL SIN TACC|S|1|0
287|MUECAS ALIMENTOS|S|1|0
288|EUROSTIL ARGENTINA SA|S|1|0
289|CARRETELES RAFAELA S.A.|N|2|0
290|DOS ANCLAS S.A.|S|1|0
291|YURI|S|1|0
292|J&G |S|1|0
293|USINA 77|S|1|0
294|SKR|S|1|0
295|ONDA|S|1|0
296|SCJ INSECTICIDA|S|1|0
297|SCJ BAÑO|S|1|0
298|SCJ HOGAR|S|1|0
299|BODEGA DON CRISTOBAL|S|1|0
300|LEDVANCE|S|2|0
301|INCA|S|1|0
302|ECOFACTORY|S|1|0
303|CANTINERO ENTRERRIANO|S|1|0
304|NAMIOS ALEJANDRO|S|1|0
305|INGRESE DESCRIPCION|S|4|0
306|BARDHAL|S|4|0
307|YPF|S|4|0
308|CENTRO DE DISEÑO ITALIANO SA|S|1|0
309|ALIAFOR MP|S|2|0
310|SOZOE|S|1|0
311|ALEM BIZCOCHITOS|S|1|0
312|LOIS|S|1|0
313|VERTIGO|S|2|0
314|LANDON|S|1|0
315|GRABACOR SA|S|1|0
316|HOME IDEAS SRL|S|1|0
317|BLANCO INFANTIL SRL|S|1|0
318|CHAPITA DECO|S|1|0
319|CLAUDIA ADORNO|S|1|0
320|REGIONALES CEREZA|S|1|0
321|GAREF|S|2|0
322|ALLEGRA|S|1|0
323|SED METAL|S|1|0
324|INGRESE DESCRIPCION|S|2|0
325|MAVA|S|1|0
326|ZIRI|S|1|0
327|ALZOL|S|1|0
328|RAFI HNOS.|S|1|0
329|LEE HAE JUNG|S|1|0
330|TYCHE SWETERS|S|1|0
331|LULU|S|1|0
332|ACCUEIL|S|1|0
333|MOZART GRIFERIAS|S|2|0
334|FILUM|S|1|0
335|PIEDRAFINA|S|2|0
336|ROCA REPUESTOS|S|2|0
337|AROMA A PASTAS|S|1|0
338|RODEX|S|2|0
339|LA GIOCONDA|S|1|0
340|ESTAB. DON LUCAS|S|1|0
341|PLUMAS OSTRICH|S|1|0
342|FLUIDO SA|S|1|0
343|DONINAS|S|1|0
344|WINCO|S|2|0
345|AGROYTEC|S|2|0
346|MELTAIM|S|1|0
347|PANIF.DULZURITAS HDZ.|S|1|0
348|KOLIBRI SRL|S|1|0
349|SEO NOELIA |S|1|0
350|BAVOSI SEMILLAS|S|1|0
351|LUMEN CHRISTI SRL|S|1|0
352|BADECO HOME|S|1|0
353|JUTEL S.A.|S|1|0
3000|ENVASES|S|1|0
3001|INDIGO|S|1|0
3002|IRPEEL|S|1|0
3003|COOP.MONTE CARLO LTD|S|1|0
3004|CARBON Y LEÑA|S|1|0
3005|LIKYER S.A.|S|1|0
3006|PANIF. DEL VALLE|S|1|0
3007|CLOROX|S|1|0
3008|LA CACHUERA|S|1|0
3009|DROGUERIA ARGENTINA|S|1|0
3010|CORTASSA|S|1|0
3011|AMARELO|S|1|0
3012|CRUZ ANDINA S.R.L.|S|1|0
3013|PANIF.SEB-JES HERNAN|S|1|0
3014|REGIDIET|S|1|0
3015|SUDAMERI. DE BEBIDAS|S|1|0
3016|CALISA|S|1|0
3017|ALICORP DOS|S|1|0
3018|PANIF.ROMAN HERNANDE|S|1|0
3019|FACTORIA DE ARTE SRL|S|1|0
3021|ARCOR S.A.|S|1|0
3022|TOTAL ALIMENTOS|S|1|0
3023|RISKY-DIT|S|1|0
3024|ZYMA|S|1|0
3025|SISCOM|S|1|0
3026|BUHL S.A.|S|1|0
3027|COOP. ARROCERA SAN SALVADOR|S|1|0
3028|PRODUCTOS LIPO S.A.|S|1|0
3029|LASFOR S.R.L.|S|1|0
3030|PURA FRESH S.A.|S|1|0
3031|TOSORATTI HNOS.|S|1|0
3032|EL REY DEL MERENGUE|S|1|0
3033|MISHKA|S|1|0
3034|BAGLEY S.A.|S|1|0
3035|WASSINGTON S.A.|S|1|0
3036|BAGGIO|S|1|0
3037|MELILLA|S|1|0
3038|GELFRI|S|1|0
3039|JAV SU ILUMINACION |S|1|0
3040|AGOFA|S|1|0
3041|PANIF.LOS AMIGOS HER|S|1|0
3042|GENKO S.A.|S|1|0
3043|BESSONE|S|1|0
3044|TOMAX SRL|S|1|0
3045|KROL|S|1|0
3046|CATAY |S|1|0
3047|PASTAS LA NORTEÑA|S|1|0
3048|REGIONAL TRADE|S|1|0
3049|YURI|S|1|0
3050|CEPAS ARGENTINA S.A.|S|1|0
3051|HOLLY GROUP ARGENINA|S|1|0
3052|JEAN MUIR|S|1|0
3053|MERCEDES|S|1|0
3054|ROSENTECK|S|1|0
3055|L'ETE MAILLOTS|S|1|0
3056|TEXTIL MAXXI|S|1|0
3057|ALGODONERA ACONCAGUA|S|1|0
3058|GILLETTE ARGENTINA|S|1|0
3059|VETERINARIA|S|1|0
3060|ENTRE VINOS Y AFINES|S|1|0
3061|LA ROSA BLANCA|S|1|0
3062|BODEGA TRIVENTO |S|1|0
3063|MERENGO|S|1|0
3064|SANTANA CONGELADOS|S|1|0
3065|FRIGORIFICO S.ISABEL|S|1|0
3066|CEREALSOL|S|1|0
3067|FRIAR|S|1|0
3068|ALICORP LIMPIEZA|S|1|0
3069|GRABYA S.R.L.|S|1|0
3070|MIMAGO|S|1|0
3071|BODEGA LOPEZ|S|1|0
3072|CACHAMAI|S|1|0
3073|DULFIX|S|1|0
3074|PANIF. LA ESPERA.HER|S|1|0
3075|EL JACARANDA|S|1|0
3076|FUPENTZ SRL|S|1|0
3078|GADI|S|1|0
3079|COTAGRO C.A.L|S|1|0
3080|COLGATE-PALMOLIVE|S|1|0
3081|PANIF.LA ESPERANZA H|S|1|0
3082|PROCTER & GAMBLE|S|1|0
3083|NINA PIU|S|1|0
3084|PROFILA|S|1|0
3085|BERNHARDT RONALDO RAUL|S|1|0
3086|UNOB|S|1|0
3087|CBSE|S|1|0
3088|CEAPE|S|1|0
3089|TANTO|S|1|0
3090|HERA|S|1|0
3091|CELUSAL|S|1|0
3092|ENSINCRO SRL|S|1|0
3093|ANTARTIDA|S|1|0
3094|PUPPE|S|1|0
3095|COLAUTTI RUBEN|S|1|0
3096|DASBURG S.A.|S|1|0
3097|SIMPA|S|1|0
3098|ESTAB.BERAZATEGUI SR|S|1|0
3099|PANIF. LA ESPERANZA|S|1|0
3100|LACTEOS ROSALAT|S|1|0
3101|NORDESTE SRL|S|1|0
3102|ANTONIO FLORES|S|1|0
3103|MENECHELLI GABRIEL|S|1|0
3104|INALPA|S|1|0
3105|ANTARES|S|1|0
3106|KONTROL S.A.|S|1|0
3107|ROCOCO|S|1|0
3108|RECKITT & BENCKISER|S|1|0
3109|COCA COLA|S|1|0
3110|VARICOR|S|1|0
3111|MDV PRODUCTOS|S|1|0
3112|UNIVEN|S|1|0
3113|MONASTERIO N.S.PNA.|S|1|0
3114|FIORENTINA|S|1|0
3115|CHIAMAT S.A.|S|1|0
3116|BODEGA ORFILA|S|1|0
3117|TEXTIL GLA|S|1|0
3118|EL TRIGAL S.R.L|S|1|0
3119|CANNETTINE|S|1|0
3120|NORFABRIL|S|1|0
3121|MALTECRACK|S|1|0
3122|AGROANDINA S.A.|S|1|0
3123|MAKAO|S|1|0
3124|JULI CROC|S|1|0
3125|PANIF. CUATRO ESPIGA|S|1|0
3126|FLORICULTURA LAR|S|1|0
3127|PERNOD RICARD ARG.|S|1|0
3128|SOYLAND |S|1|0
3129|BONAFIDE|S|1|0
3130|CND S.R.L.|S|1|0
3131|OPERA ROCK|S|1|0
3132|TRINI STEVIA|S|1|0
3133|HUMOS DEL SUR|S|1|0
3134|VIRIDIANA|S|1|0
3135|LA GAUCHITA|S|1|0
3136|CELULOSA CAMPANA|S|1|0
3137|CORTASSA SIN PROMO|S|1|0
3138|MILKAUT|S|1|0
3139|SUNSET|S|1|0
3140|VINAGRES ANTELIA SRL|S|1|0
3141|VOLF S.A.|S|1|0
3142|PRIFAMON|S|1|0
3143|DELLEPIANE|S|1|0
3144|L3N S.A.|S|1|0
3145|UNILEVER.|S|1|0
3146|CERAMICAS ISA|S|1|0
3148|LACTEOS VERONICA|S|1|0
3149|PLAY|S|1|0
3150|BORGATTO Y PIROLA|S|1|0
3151|AEROSOFT|S|1|0
3152|FLORA DANICA|S|1|0
3153|TIERRA NATIVA S.A.|S|1|0
3154|NUTRIBRAS S.A.|S|1|0
3155|PANIF.LA MAGA NOGOYA|S|1|0
3156|ALISAN SRL|S|1|0
3157|MONTIELERA|S|1|0
3158|LEITIS PANIFICADOS|S|1|0
3159|CAMPARI|S|1|0
3160|BODEGA CEPAS DE LUNLUNTA|S|1|0
3161|MALSA S.A.|S|1|0
3162|EL FLECO|S|1|0
3163|GLUTAL S.A.|S|1|0
3164|NIEVES FONRRADONA|S|1|0
3165|CALSA |S|1|0
3166|LILIANA DAGLIO|S|1|0
3167|ALCO S.A.|S|1|0
3168|FIDEGROUP|S|1|0
3169|GRUPO RIECH S.A.|S|1|0
3170|MOLINO CAÑUELAS|S|1|0
3171|EL CEPO INTERIORES|S|1|0
3172|CREMIGAL|S|1|0
3173|RICEDIEX SRL|S|1|0
3174|GALA GOURMET|S|1|0
3175|LA NIRVA S.A.|S|1|0
3176|HISAN S.A.|S|1|0
3177|BODEGA GARBIN|S|1|0
3178|LICORES ARGENTINOS|S|1|0
3179|MERISANT ARGENTINA|S|1|0
3180|MIRO MARCOS|S|1|0
3181|PASTAS DON FULGENCIO|S|1|0
3182|PANIF. SOL DEL ESTE|S|1|0
3183|SMAMS WELLINGTON FOOD|S|1|0
3184|MARENGO S.A.|S|1|0
3186|IMPORTADORA AMERIC.|S|1|0
3187|JOAQUIN CUTCHET S.A.|S|1|0
3188|SANS DOUTE|S|1|0
3189|PASTAS LA MORENITA|S|1|0
3190|MEDIAS MARFAY|S|1|0
3191|PAR-NOR|S|1|0
3192|IFISA S.A.|S|1|0
3193|COLMENAR ERCABE|S|1|0
3194|ERNEFA|S|1|0
3195|BODEGA ESMERALDA|S|1|0
3196|MANIA|S|1|0
3197|DIMAX ALIMENTOS|S|1|0
3198|MAR MAK|S|1|0
3199|AGUA DEL VALLE|S|1|0
3200|KRACHITOS|S|1|0
3201|LLORENTE Y CIA S.A.|S|1|0
3202|ACTIVE COSMETIC|S|1|0
3203|BODEGA FIN DEL MUNDO|S|1|0
3204|DON QUITO|S|1|0
3205|COOP. SAN PEDRO|S|1|0
3206|TOSTADAS RIERA|S|1|0
3207|MISS YLANG LOREAL|S|1|0
3208|TRIUNFAR LIBROS|S|1|0
3209|PAULISTA FIESTAS|S|1|0
3210|DEBAIN|S|1|0
3211|MOLINO SAN JOSE|S|1|0
3212|PIAZZA SRL|S|1|0
3213|DAUBY|S|1|0
3214|CROWIE|S|1|0
3215|ARYTZA MARIAN|S|1|0
3216|NOAL S.A.|S|1|0
3217|PERLAS DEL SUR S.A.|S|1|0
3218|PHAEDRUS SRL|S|1|0
3219|TRIGALIA|S|1|0
3220|KLEÑUK HNOS. S.R.L.|S|1|0
3221|BODEGA NORTON|S|1|0
3222|MOLINOS RIO DL.PLATA|S|1|0
3223|ECON CASA SRL|S|1|0
3224|AFA|S|1|0
3225|LA COLINA|S|1|0
3226|FRATELLI BRANCA|S|1|0
3227|LACTEOS DON BARTOLO|S|1|0
3228|SUYSA S.A.|S|1|0
3229|COOP. LA RIOJANA|S|1|0
3230|AMERIKA 2001 S.A.|S|1|0
3231|FRESCOR|S|1|0
3232|STEVIA NATURAL|S|1|0
3233|ECOVITA|S|1|0
3234|GRABICH SRL|S|1|0
3235|PRODUMEN|S|1|0
3236|COOP.YERB.ANDRESITO|S|1|0
3237|TAU DELTA S.A.|S|1|0
3238|IBERIA|S|1|0
3239|FASHION CANDLE|S|1|0
3240|COLONIA DORADA |S|1|0
3241|MAYBELLINE LOREAL|S|1|0
3242|PP.ENLATADOS |S|1|0
3243|MENOYO S.A.|S|1|0
3244|BODEGA CATENA ZAPATA|S|1|0
3245|FUEGUERO|S|1|0
3246|AR ALIMENTICIA SRL|S|1|0
3247|CHARINUT S.R.L.|S|1|0
3248|AVELINO S.A.|S|1|0
3249|JUMALA S.A.|S|1|0
3250|ADDAFE S.A.|S|1|0
3251|PANIF. LA NUEVA|S|1|0
3253|DCC S.A.|S|1|0
3254|GEORGALOS|S|1|0
3255|ERBA S.R.L.|S|1|0
3257|TANONI HNOS. S.A.|S|1|0
3258|INDUSTRIAS LACTEAS BS.AS.|S|1|0
3259|MARIANO JACOBI |S|1|0
3260|DOÑA JOSEFINA|S|1|0
3261|PANIF.MORENA HDEZ|S|1|0
3262|MAITRE GS|S|1|0
3263|LOPEZ GASPERINI HNOS.|S|1|0
3264|VELAS LOURDES|S|1|0
3265|MAFRALAC ALIMENTICIA|S|1|0
3266|COOP. SAN ALBERTO LTDA.|S|1|0
3267|TUCANGUA COOP. RUIZ DE MONTOYA|S|1|0
3268|DELPACK SRL|S|1|0
3269|FARGO|S|1|0
3270|MANIERI & ROSSI|S|1|0
3271|PANIF. DOÑA JOSEFINA|S|1|0
3272|LA CASA DEL REY SA|S|1|0
3273|GAMA C|S|1|0
3274|LACTEOS ABICO SRL|S|1|0
3275|MULTICREM|S|1|0
3276|DELICEL |S|1|0
3277|ALICORP 2021|S|1|0
3278|MANISUR|S|1|0
3279|RIILI HUGO |S|1|0
3280|ARTESANIAS SHANGHAI|S|1|0
3281|LACTEOS LAYNA|S|1|0
3282|MULTICAPA SRL|S|1|0
3283|COOP. TRAB.VELEROS|S|1|0
3284|LA PAPELERA D. PLATA|S|1|0
3285|KCK TISSUE|S|1|0
3286|SMITHKLINE|S|1|0
3287|GLAM DISTRIBUCIONES|S|1|0
3288|JUNKO SRL|S|1|0
3289|LABORATORIO ARISE|S|1|0
3290|DON YEYO|S|1|0
3291|BODEGA GABRIEL|S|1|0
3292|BODEGA FINCAFLICHMAN|S|1|0
3293|PLASENCIA HNOS. S.A.|S|1|0
3294|FEMISAN|S|1|0
3295|MELIAN S.A.|S|1|0
3296|CELUPAPER|S|1|0
3297|DAR DE ALTA|S|1|0
3298|INECTO|S|1|0
3299|CEPAS RIOJANAS|S|1|0
3300|VANOLI|S|1|0
3301|FITZ ROY|S|1|0
3302|C&T S.A.|S|1|0
3303|CONDESA|S|1|0
3304|OROCLEAN|S|1|0
3305|PANIF. LA ESPIGA|S|1|0
3306|COMERCIAL S.CRISTOBA|S|1|0
3307|CDIMEX S.A.|S|1|0
3308|FINCA CAYE|S|1|0
3309|BETTANIN|S|1|0
3310|TEA XXI|S|1|0
3311|INSUMOS|S|1|0
3312|LORENZO HERMANOS SRL|S|1|0
3313|BODEGA CUARTO SURCO S.A.|S|1|0
3314|CARLOS DECHANZI PERF|S|1|0
3315|COOP. TRABAJO LABORATORIOS|S|1|0
3316|CARNICERIA PREPARADOS|S|1|0
3317|ATRAPASUEÑOS|S|1|0
3318|LA ALEMANITA|S|1|0
3319|PAÑUELOS DEL SUR SRL|S|1|0
3320|LACTEOS EL GASTON|S|1|0
3321|CORPUS |S|1|0
3322|CAGNOLI FIAMBRES|S|1|0
3324|EPOCA|S|1|0
3325|FRESS CROCC|S|1|0
3326|RIS BIO NUTRICION|S|1|0
3327|LABORATORIO CUENCA SA|S|1|0
3328|PATAGONIA PET|S|1|0
3329|DREAMCO|S|1|0
3330|SAGEMULLER|S|1|0
3331|PORTUGAL|S|1|0
3332|CONCEPTO DECO SRL|S|1|0
3333|UNILEVER BEST FOODS|S|1|0
3334|LA LACTEO|S|1|0
3335|COSMETICA ARGENTINA|S|1|0
3336|MARILY S.A.|S|1|0
3337|ESTAB. SAN IGNACIO S.A.|S|1|0
3338|ORG.LAS MERCEDES|S|1|0
3339|LA REINA|S|1|0
3340|HELADOS PEÑAS S.R.L.|S|1|0
3341|DULCOR|S|1|0
3342|DON ARREGUI|S|1|0
3344|PASTAS MOSTACHO|S|1|0
3345|BUYANOR S.A.|S|1|0
3346|VELASOL|S|1|0
3347|COOP. JARDIN AMERICA|S|1|0
3348|BODEGA CUVILLIER S.A|S|1|0
3349|AROMATIZADORES DIFERENTES S.A.|S|1|0
