CódigoProducto,Descripción,FechaInicio_Oferta,FechaFin_Oferta,Precio,Sucursal
7791293050973,JABON TOCADOR REXONA 120G BAMBOO                  ,2024-08-09,2024-08-15,680.0,1
7791293050997,JABON TOCADOR REXONA 120G FUTBOL                  ,2024-08-09,2024-08-15,680.0,1
7791293051000,JABON TOCADOR REXONA 120G NUTRITIVE ORCHID        ,2024-08-09,2024-08-15,680.0,1
7791337004290,YOGHURT YOGURISIMO NATURAL 300G. S/AZUCAR         ,2024-08-23,2024-08-29,1998.0,1
7791337005457,QUESO BLANCO LS 290G ENTERO                       ,2024-08-16,2024-08-22,1900.0,1
7791337005464,QUESO BLANCO LS 290G                              ,2024-08-16,2024-08-22,1900.0,1
7791337006348,YOGHURT YOGURISIMO NATURAL 300G.                  ,2024-08-23,2024-08-29,1998.0,1
7791337007888,YOGHURT G.COMPRA BEBIBLE 900ML.FRUTILLA           ,2024-08-16,2024-08-22,1300.0,1
7791337007895,YOGHURT G.COMPRA BEBIBLE 900ML.VAINILLA           ,2024-08-16,2024-08-22,1300.0,1
7791422000503,PAN RALLADO PRIMER PRECIO 400 GRS.                ,2024-08-16,2024-08-22,649.0,1
7791422000510,REBOZADOR PRIMER PRECIO 400 GRS.                  ,2024-08-16,2024-08-22,649.0,1
7791708001422,PAN VENEZIANA TRISALVADO LIGTH 620G               ,2024-08-27,2024-08-30,2500.0,1
7791987000499,PREMEZCLA P/PANIFICADOS LAS 3 HARINAS 500G.       ,2024-08-09,2024-08-15,3798.0,1
7792180001528,HARINA CAÑUELAS 000 1KG.                          ,2024-08-09,2024-08-15,720.0,1
7792180004512,HARINA PUREZA 000 1KG.                            ,2024-08-02,2024-08-08,760.0,1
7792180140814,BIZCOCHOS 9 DE ORO GRANOLA 180G.                  ,2024-08-06,2024-08-30,460.0,1
7792198005402,MATE COCIDO PRIMER PRECIO 25 SAQ.                 ,2024-08-09,2024-08-15,690.0,1
7792200020119,BIZCOCHOS 9 DE ORO SALVADO 200GRS                 ,2024-08-06,2024-08-30,460.0,1
7792665010533,HARINA MAIZ MONARCA 500G. C.RAPIDA                ,2024-08-23,2024-08-29,330.0,1
7792860009882,CARAMELOS PICO DULCE ANIMALS CREMY 150G. (300854) ,2024-08-23,2024-08-23,3704.0,1
7792880000012,AZUCAR EN PANCITOS MENDEZ 500G                    ,2024-08-09,2024-08-15,2140.0,1
7793040065117,CONG.HAMBURGUESAS FRIAR 160G. CLASICAS COD.4309   ,2024-08-16,2024-08-22,1120.0,1
7793040065728,SALCHICHAS CARCARAÑA 190G.COD.909                 ,2024-08-07,2024-08-08,700.0,1
7793253002442,"LIMPIADOR POETT 1,8L LOVE EVOLUTION               ",2024-08-09,2024-08-15,2072.0,1
7793253003074,"LIMPIADOR POETT 1,8L MUSICA PRIMAVERA             ",2024-08-09,2024-08-15,2072.0,1
7793253003234,QUITAMANCHAS AYUDIN R.COLOR DP.400ML              ,2024-08-02,2024-08-08,1791.0,1
7793253003234,QUITAMANCHAS AYUDIN R.COLOR DP.400ML              ,2024-08-09,2024-08-15,1791.0,1
7793253003258,QUITAMANCHAS AYUDIN BLANCO SUP.DP.400ML           ,2024-08-02,2024-08-08,1791.0,1
7793253003258,QUITAMANCHAS AYUDIN BLANCO SUP.DP.400ML           ,2024-08-09,2024-08-15,1791.0,1
7793253003326,INSECTICIDA SELTON MMM ACCION INST. 360CC         ,2024-08-16,2024-08-22,3375.0,1
7793253003463,LIMPIADOR POETT 1.8L BEBE                         ,2024-08-02,2024-08-08,2072.0,1
7793253003463,LIMPIADOR POETT 1.8L BEBE                         ,2024-08-09,2024-08-15,2072.0,1
7793253003517,LIMPIADOR POETT 1.8L FRESCURA DE LAVANDA          ,2024-08-02,2024-08-08,2072.0,1
7793253003517,LIMPIADOR POETT 1.8L FRESCURA DE LAVANDA          ,2024-08-09,2024-08-15,2072.0,1
7793253003555,LIMPIADOR POETT 1.8L FLORES DE PRIMAVERA          ,2024-08-02,2024-08-08,2072.0,1
7793253003555,LIMPIADOR POETT 1.8L FLORES DE PRIMAVERA          ,2024-08-09,2024-08-15,2072.0,1
7793253003616,LIMPIADOR POETT 1.8L PRIMAVERA                    ,2024-08-02,2024-08-08,2072.0,1
7793253003616,LIMPIADOR POETT 1.8L PRIMAVERA                    ,2024-08-09,2024-08-15,2072.0,1
7793253003654,LIMPIADOR POETT 1.8L ALEGRA TU DIA                ,2024-08-02,2024-08-08,2072.0,1
7793253003654,LIMPIADOR POETT 1.8L ALEGRA TU DIA                ,2024-08-09,2024-08-15,2072.0,1
7793253003715,LAVANDINA AYUDIN TRIPLE PODER 1L.LAVANDA          ,2024-08-16,2024-08-22,1215.0,1
7793253003746,LAVANDINA AYUDIN TRIPLE PODER 1L.GLACIAR          ,2024-08-16,2024-08-22,1215.0,1
7793253003791,LAVANDINA EN GEL AYUDIN NUEVO700ORIGINAL          ,2024-08-23,2024-08-29,1971.0,1
7793253003807,LAVANDINA EN GEL AYUDIN NUEVO700CITRUS            ,2024-08-23,2024-08-29,1971.0,1
7793253003814,LAVANDINA EN GEL AYUDIN NUEVO700FLORAL            ,2024-08-23,2024-08-29,1971.0,1
7793253003821,LAVANDINA EN GEL AYUDIN NUEVO700MENTA             ,2024-08-23,2024-08-29,1971.0,1
7793253003838,LAVANDINA EN GEL AYUDIN NUEVO700LAVANDA           ,2024-08-23,2024-08-29,1971.0,1
7793253003951,LIMPIADOR POETT 1.8L ESPIRITU PLAY                ,2024-08-02,2024-08-08,2072.0,1
7793253003951,LIMPIADOR POETT 1.8L ESPIRITU PLAY                ,2024-08-09,2024-08-15,2072.0,1
7793253004231,AROMATIZANTE POETT 360ML LAVANDA                  ,2024-08-23,2024-08-29,1946.5,1
7793253004248,AROMATIZANTE POETT 360ML PRIMAVERA                ,2024-08-23,2024-08-29,1946.5,1
7793253004255,AROMATIZANTE POETT 360ML BEBE                     ,2024-08-23,2024-08-29,1946.5,1
7793253004262,AROMATIZANTE POETT 360ML ALGODON                  ,2024-08-23,2024-08-29,1946.5,1
7793253004279,AROMATIZANTE POETT 360ML SOLO PARA TI             ,2024-08-23,2024-08-29,1946.5,1
7793253004293,AROMATIZANTE POETT 360ML DESPERTAR DE ENERGIA     ,2024-08-23,2024-08-29,1946.5,1
7793253004309,AROMATIZANTE POETT 360ML MUSICA EN PRIMAVERA      ,2024-08-23,2024-08-29,1946.5,1
7793253004316,AROMATIZANTE POETT 360ML ALEGRA TU DIA            ,2024-08-23,2024-08-29,1946.5,1
7793253004323,AROMATIZANTE POETT 360ML ESPIRITU PLAY            ,2024-08-23,2024-08-29,1946.5,1
7793253004439,LAVANDINA AYUDIN CLASICA 1L                       ,2024-08-02,2024-08-08,926.5,1
7793253004439,LAVANDINA AYUDIN CLASICA 1L                       ,2024-08-09,2024-08-15,926.5,1
7793253004699,LIMPIADOR AYUDIN 900CC LAVANDA                    ,2024-08-23,2024-08-29,1440.75,1
7793253004705,LIMPIADOR AYUDIN 1.8L LAVANDA                     ,2024-08-16,2024-08-22,2620.0,1
7793253004729,LIMPIADOR AYUDIN 900CC MARINA                     ,2024-08-23,2024-08-29,1440.75,1
7793253004736,LIMPIADOR AYUDIN 1.8L MARINA                      ,2024-08-16,2024-08-22,2620.0,1
7793253004743,LIMPIADOR AYUDIN 900CC FLORAL                     ,2024-08-23,2024-08-29,1440.75,1
7793253004750,LIMPIADOR AYUDIN 1.8L FLORAL                      ,2024-08-16,2024-08-22,2620.0,1
7793253017194,LIMPIADOR POETT 1.8L BAMBU                        ,2024-08-09,2024-08-15,2072.0,1
7793253017224,LIMPIADOR POETT 1.8L SOLO P TI                    ,2024-08-02,2024-08-08,2072.0,1
7793253017224,LIMPIADOR POETT 1.8L SOLO P TI                    ,2024-08-09,2024-08-15,2072.0,1
7793706000278,PALITOS SALADOS JULICROC 150 G                    ,2024-08-09,2024-08-15,748.0,1
7793706000971,PALITOS DE MAIZ JULICROC 65G.                     ,2024-08-09,2024-08-15,539.75,1
7793890256604,MADALENAS VALENTE 180G.CHIPS DE CHOCOLATE         ,2024-08-06,2024-08-15,1360.0,1
7793913000504,ARROZ CON LECHE TREGAR LIGHT 180G.                ,2024-08-23,2024-08-27,598.0,1
7793913001662,ARROZ CON LECHE TREGAR CHOCOLATE 180G.            ,2024-08-23,2024-08-27,598.0,1
7793913001983,QUESO UNTABLE TREGAR 180G. CHEDDAR                ,2024-08-07,2024-08-15,1200.0,1
7794000002289,SALSA CICA 340G. PORTUGUESA                       ,2024-08-02,2024-08-08,540.0,1
7794000002296,SALSA CICA 340G. TUCO                             ,2024-08-02,2024-08-08,540.0,1
7794000004276,SOPA KNORR CASERA POLLO CON DEDALITOS INTEG.80G.  ,2024-08-23,2024-08-29,924.0,1
7794000004283,SOPA KNORR CASERA VEGET.+CAR.VERDES               ,2024-08-23,2024-08-29,924.0,1
7794000004290,SOPA KNORR CASERA VEGET.+MUNICIONES               ,2024-08-23,2024-08-29,924.0,1
7794000008915,ADEREZO HELLMANNS DP. 250G PICANTE                ,2024-08-23,2024-08-29,1499.0,1
7794000401372,MAYONESA HELLMANNS 1000 CC                        ,2024-08-16,2024-08-22,1912.0,1
7794000596726,SOPA KNORR CASERA POLLO C/CABELLO DE ANGEL        ,2024-08-23,2024-08-29,924.0,1
7794000596757,SOPA KNORR CASERA VEGET.+CAR.TR                   ,2024-08-23,2024-08-29,924.0,1
7794000596764,SOPA KNORR CASERA VEGET.+LETRAS                   ,2024-08-23,2024-08-29,924.0,1
7794000999534,SALSA CICA 340G. FILETTO                          ,2024-08-02,2024-08-08,540.0,1
7794000999541,SALSA CICA 340G. PIZZA                            ,2024-08-02,2024-08-08,540.0,1
7794000999558,SALSA CICA 340G. POMAROLA                         ,2024-08-02,2024-08-08,540.0,1
7794218000206,JABON TOCADOR P.PRECIO 3X90G. ROSAS               ,2024-08-23,2024-08-29,990.0,1
7794218000213,JABON TOCADOR P.PRECIO 3X90G. CITRICOS            ,2024-08-23,2024-08-29,990.0,1
7794218000220,JABON TOCADOR P.PRECIO 3X90G. JAZMINES            ,2024-08-23,2024-08-29,990.0,1
7794218106571,JABON TOCADOR P.PRECIO 3X90G. FLORAL              ,2024-08-23,2024-08-29,990.0,1
7794270000152,ARROZ BARBARA L.F.00000 1 KG.                     ,2024-08-23,2024-08-29,1600.0,1
7794270000534,BIZCOCHUELO BARBARA LIMON 450G.                   ,2024-08-16,2024-08-22,1280.0,1
7794270035444,BIZCOCHUELO BARBARA NARANJA 450GRS                ,2024-08-16,2024-08-22,1280.0,1
7794270035475,BIZCOCHUELO BARBARA VAINILLA 450GRS               ,2024-08-16,2024-08-22,1280.0,1
7794690000015,ALIMENTO CHOCOLATE QUILLA 900G                    ,2024-08-02,2024-08-10,4055.0,2
7794690000022,ALIMENTO CHOCOLATE QUILLA 450G                    ,2024-08-02,2024-08-10,2130.0,2
7794690000039,ALIMENTO CHOCOLATE QUILLA 200 GR                  ,2024-08-02,2024-08-10,1075.0,2
7795643020210,BIZCOCHITOS P.PRECIO 200G GRASA                   ,2024-08-02,2024-08-08,569.0,1
7795643020227,BIZCOCHITOS P.PRECIO 200G AZUCARADOS              ,2024-08-02,2024-08-08,569.0,1
7795711001042,RAVIOLES PRIMER PRECIO RICOTA 500                 ,2024-08-07,2024-08-08,1198.0,1
7795933204078,CHAMPIÑONES BAHIA ENTEROS  184 GRS.               ,2024-08-09,2024-08-15,1390.0,1
7797039901059,COCINA ORBIS BCA. MG 938BC3M                      ,2024-08-20,2024-08-31,671500.0,1
7797039901134,COCINA ORBIS GRAF.MG 938GP3M                      ,2024-08-20,2024-08-31,756500.0,1
7797039901486,ANAFE ORBIS 4H VITROCERAMICO EV4DEO               ,2024-08-20,2024-08-31,697500.0,1
7797039901639,HORNO ORBIS INOX/NGO MG. 960AP3M                  ,2024-08-20,2024-08-31,657000.0,1
7797443000027,PAN DE MIGA CRESPAN 310 GRS.                      ,2024-08-02,2024-08-08,1350.0,1
7797443000027,PAN DE MIGA CRESPAN 310 GRS.                      ,2024-08-09,2024-08-15,1350.0,1
7797599231832,COPOS DE MAIZ AZUCARADOS P.PRECIO 500G.           ,2024-08-09,2024-08-15,1998.0,1
7798000212655,VINO TINTO VIÑALBA MALBEC 750ML.                  ,2024-08-09,2024-08-10,3990.0,1
7798001560076,YOGHURT CREMIGAL 120G.ENTERO DURAZNO              ,2024-08-13,2024-08-21,298.0,1
7798001560335,YOGHURT CREMIGAL 120G.ENTERO FRUTAS TROPICALE     ,2024-08-15,2024-08-16,298.0,1
7798031150537,FIDEOS KNORR TIRABUZON 500G.                      ,2024-08-02,2024-08-08,1250.0,1
7798031150544,FIDEOS KNORR RIGATTI 500G.                        ,2024-08-02,2024-08-08,1250.0,1
7798031150568,FIDEOS KNORR CODITOS 500G.                        ,2024-08-02,2024-08-08,1250.0,1
7798031150582,FIDEOS KNORR SPAGHETTI 500G.                      ,2024-08-02,2024-08-08,1250.0,1
7798031150599,FIDEOS KNORR TALLARINES 500G.                     ,2024-08-02,2024-08-08,1250.0,1
7798031150605,FIDEOS KNORR FORATTI 500G.                        ,2024-08-02,2024-08-08,1250.0,1
7798031150896,FIDEOS KNORR MOSTACHOL 500G.                      ,2024-08-02,2024-08-08,1250.0,1
7798033620403,DULCE DE LECHE P. PRECIO 400G CLASICO             ,2024-08-02,2024-08-08,1495.0,1
7798035495290,TRAPO PISO P.PRECIO GRIS  50X52 100%ALGODON       ,2024-08-23,2024-08-29,590.0,1
7798039590151,VINO TINTO TRIBU MALBEC 750CC                     ,2024-08-02,2024-08-08,2776.0,1
7798039590182,VINO BLANCO TRIVENTO CHARDONNAY 750CC             ,2024-08-02,2024-08-08,4532.0,1
7798039590342,VINO TINTO TRIVENTO MALBEC 750CC                  ,2024-08-02,2024-08-08,4532.0,1
7798039590373,VINO TINTO TRIBU CAB-SAU 750CC                    ,2024-08-02,2024-08-08,2776.0,1
7798039591660,VINO TINTO TRIVENTO CAB-SAU 750CC                 ,2024-08-02,2024-08-08,4532.0,1
7798039594333,VINO ROSADO TRIVENTO ROSE MALBEC 750CC            ,2024-08-02,2024-08-08,4532.0,1
7798039599031,VINO BLANCO TRIBU DULCE 750CC                     ,2024-08-02,2024-08-08,2776.0,1
7798039599192,VINO BLANCO TRIVENTO MALBEC 750CC                 ,2024-08-02,2024-08-08,4532.0,1
7798039599246,VINO TINTO TRIVENTO RED BLEND 750CC MAXIMUM       ,2024-08-02,2024-08-08,4532.0,1
7798060853010,QUESO UNTABLE TONADITA 180G.AZUL                  ,2024-08-07,2024-08-12,900.0,1
7798065730323,"SIERRA DE LOS PADRES S/GAS  NARANJA 1,5L          ",2024-08-02,2024-08-03,880.0,1
7798065730323,"SIERRA DE LOS PADRES S/GAS  NARANJA 1,5L          ",2024-08-30,2024-08-31,880.0,1
7798065730347,"SIERRA DE LOS PADRES S/GAS POMELO 1,5L            ",2024-08-02,2024-08-03,880.0,1
7798065730347,"SIERRA DE LOS PADRES S/GAS POMELO 1,5L            ",2024-08-30,2024-08-31,880.0,1
7798065730361,"SIERRA DE LOS PADRES S/GAS MANZANA 1,5L           ",2024-08-02,2024-08-03,880.0,1
7798065730361,"SIERRA DE LOS PADRES S/GAS MANZANA 1,5L           ",2024-08-30,2024-08-31,880.0,1
7798065731924,"SIERRA DE LOS PADRES C/GAS CITRUS 1,5L            ",2024-08-02,2024-08-03,880.0,1
7798065731924,"SIERRA DE LOS PADRES C/GAS CITRUS 1,5L            ",2024-08-30,2024-08-31,880.0,1
7798065733706,"SIERRA DE LOS PADRES C/GAS TONICA 1,5L            ",2024-08-02,2024-08-03,880.0,1
7798065733706,"SIERRA DE LOS PADRES C/GAS TONICA 1,5L            ",2024-08-30,2024-08-31,880.0,1
7798065733744,"SIERRA DE LOS PADRES C/GAS POMELO 1,5L            ",2024-08-02,2024-08-03,880.0,1
7798065733744,"SIERRA DE LOS PADRES C/GAS POMELO 1,5L            ",2024-08-30,2024-08-31,880.0,1
7798065734512,"AGUA MINERAL S.DE LOS PADRES 6,25 LT.             ",2024-08-02,2024-08-03,2092.5,1
7798065734604,"SIERRA DE LOS PADRES S/GAS POMELO ROSADO 1,5L     ",2024-08-02,2024-08-03,880.0,1
7798065734604,"SIERRA DE LOS PADRES S/GAS POMELO ROSADO 1,5L     ",2024-08-30,2024-08-31,880.0,1
7798078001892,VINO TINTO 1492 MALBEC 750ML.                     ,2024-08-02,2024-08-03,3795.0,1
7798078001892,VINO TINTO 1492 MALBEC 750ML.                     ,2024-08-15,2024-08-16,3990.0,1
7798078003940,VINO TINTO JUAN CRISTOBAL MALBEC 750ML.           ,2024-08-09,2024-08-10,3990.0,1
7798078004022,VINO TINTO JUAN CRISTOBAL CABERNET 750ML.         ,2024-08-09,2024-08-10,3990.0,1
7798107412583,VINO TINTO ETNIA MALBEC 750CC                     ,2024-08-30,2024-08-31,2190.0,1
7798108830201,VINO TINTO CALLIA SYRAH 750 C.C.                  ,2024-08-15,2024-08-16,3390.0,1
7798108830218,VINO TINTO CALLIA SYRAH-MALBEC 750C               ,2024-08-15,2024-08-16,3390.0,1
7798108830232,VINO TINTO CALLIA SYRAH CABERNET750               ,2024-08-15,2024-08-16,3390.0,1
7798108830751,VINO TINTO CALLIA MALBEC 750CC                    ,2024-08-15,2024-08-16,3390.0,1
7798108833691,VINO ROSADO CALLIA ROSADO DE SYRAH 750CC          ,2024-08-15,2024-08-16,3390.0,1
7798108834070,VINO BLANCO CALLIA SAU-BLANC 750CC                ,2024-08-15,2024-08-16,3390.0,1
7798108834155,VINO BLANCO CALLIA TARDIO DULCE 750               ,2024-08-15,2024-08-16,3390.0,1
7798122380935,PREMEZCLA P/PAN NANI 500G.                        ,2024-08-23,2024-08-29,2850.0,1
7798125100424,HARINA DE LINO STURLA 250G                        ,2024-08-02,2024-08-08,1080.0,1
7798126072591,OBLEAS SINFONIA 100G NARANJA CHOCOLATE            ,2024-08-06,2024-08-30,390.0,1
7798130880632,PAPEL HIGIENICO P.PRECIO TEXT.HS 6X30MTS          ,2024-08-16,2024-08-22,1690.0,1
7798130889765,ROLLO COCINA PRIMER PRECIO 200 PAÑOS              ,2024-08-16,2024-08-22,1690.0,1
7798134780327,ENDULZANTE TRINI STEVIA LIQUIDA 100               ,2024-08-09,2024-08-15,1998.0,1
7798134781119,MANJAR DE LECHE TRINI 400 GRS.                    ,2024-08-02,2024-08-08,3998.0,1
7798134783175,PREMEZCLA SANA MUNDI 200G MEDALLON VEGETAL        ,2024-08-16,2024-08-22,1500.0,1
7798140400066,CONGELATA RAVIOLES VERDURA 500G.                  ,2024-08-16,2024-08-22,1800.0,1
7798140400097,RAVIOLES LA REINA CARNE-VERDURA 500               ,2024-08-07,2024-08-12,1600.0,1
7798140400134,RAVIOLES LA REINA JAMON Y QUESO 500               ,2024-08-07,2024-08-12,1600.0,1
7798140400189,RAVIOLES LA REINA CAPRESSES 4 PLANC               ,2024-08-07,2024-08-12,1600.0,1
7798140400257,CONGELATA RAVIOLES RICOTA 500G.                   ,2024-08-16,2024-08-22,1800.0,1
7798140400264,RAVIOLES LA REINA RICOTA/NUEZ 4PLAN               ,2024-08-07,2024-08-12,1600.0,1
7798140400301,RAVIOLES LA REINA 4 QUESOS 500 GRS.               ,2024-08-07,2024-08-12,1600.0,1
7798141970414,FIDEOS LA PROVIDENCIA MO/O 500G.                  ,2024-08-23,2024-08-29,1140.0,1
7798141971565,AZUCAR PRIMER PRECIO 1KG.                         ,2024-08-02,2024-08-08,798.0,1
7798141972388,GALLETITAS LA PROVIDENCIA 505G CRACKERS           ,2024-08-16,2024-08-22,1270.0,1
7798151770028,CREMA LECHE TREMBLAY 360G.                        ,2024-08-16,2024-08-19,1900.0,1
7798151770295,QUESO UNTABLE TREMBLAY 190G. AZUL                 ,2024-08-09,2024-08-15,1100.0,1
7798151770301,QUESO UNTABLE TREMBLAY 190G. JAMON                ,2024-08-09,2024-08-15,1100.0,1
7798151770325,QUESO UNTABLE TREMBLAY 190G. P.SALUT LIGHT        ,2024-08-09,2024-08-15,1100.0,1
7798151770332,QUESO UNTABLE TREMBLAY 190G. CHEDDAR              ,2024-08-09,2024-08-15,1100.0,1
7798151770349,QUESO UNTABLE TREMBLAY 190G. CLASICO              ,2024-08-09,2024-08-15,1100.0,1
7798151770899,QUESO UNTABLE TREMBLAY 190G. FINAS HIERBAS        ,2024-08-09,2024-08-15,1100.0,1
7798151770912,QUESO UNTABLE TREMBLAY 190G. SALAME               ,2024-08-09,2024-08-15,1100.0,1
7798153810500,ALIMENTO CHOCOLATE TODDY 360G. EXTREMO            ,2024-08-02,2024-08-08,1900.0,1
7798163520468,CERVEZA LESTER RICE SIN TACC 330CC                ,2024-08-02,2024-08-08,995.0,1
7798163520468,CERVEZA LESTER RICE SIN TACC 330CC                ,2024-08-09,2024-08-15,995.0,1
7798169800120,ALMOHADITAS P.PRECIO RELL.FRUTI.180               ,2024-08-09,2024-08-15,990.0,1
7798169800137,ALMOHADITAS P.PRECIO RELL.LIMON 180               ,2024-08-09,2024-08-15,990.0,1
7798169800144,ALMOHADITAS P.PRECIO RELL.CHOCO.180               ,2024-08-09,2024-08-15,990.0,1
7798169800922,ANILLOS DE CEREAL P.PRECIO 160G. FRUTA            ,2024-08-02,2024-08-08,645.0,1
7798169800922,ANILLOS DE CEREAL P.PRECIO 160G. FRUTA            ,2024-08-23,2024-08-29,690.0,1
7798169802506,ALMOHADITAS P.PRECIO RELL.AVELLANA 180G.          ,2024-08-09,2024-08-15,990.0,1
7798181510205,GALLETITAS SMAMS CRACKERS SIN SAL 150G.           ,2024-08-23,2024-08-29,1998.0,1
7798181510212,GALLETITAS SMAMS CRACKERS 150G.                   ,2024-08-23,2024-08-29,1998.0,1
7798184230766,PAÑUELOS PRIMER PRECIO FLOWPACK 50 UNID.          ,2024-08-02,2024-08-08,590.0,1
7798194820094,QUESO CREMA LA LECHERITA 300G.                    ,2024-08-07,2024-08-08,1500.0,1
7798195940128,CHALITAS VIAVITA 100G.CLASICAS                    ,2024-08-16,2024-08-22,1200.0,1
7798195940135,CHALITAS VIAVITA 100G.CHIMICHURRI                 ,2024-08-16,2024-08-22,1200.0,1
7798195940142,CHALITAS VIAVITA 100G.SEMILLAS                    ,2024-08-16,2024-08-22,1200.0,1
7798195940173,CHALITAS VIAVITA 100G.PARMESANO                   ,2024-08-16,2024-08-22,1200.0,1
7798195940180,CHALITAS VIAVITA 100G.JAMON                       ,2024-08-16,2024-08-22,1200.0,1
7798271870066,HARINA DE SORGO CELIDARINA 500G.                  ,2024-08-16,2024-08-22,2598.0,1
7798316700815,"ACEITE DE GIRASOL LEGITIMO 1,5L.                  ",2024-08-24,2024-08-29,2300.0,1
7798332890194,CONIX JULICROC 70G.                               ,2024-08-23,2024-08-29,926.5,1
7798332890316,CEREAL JULICROC ARITOS FRUTALES 150G.             ,2024-08-16,2024-08-22,675.75,1
7798332890323,CEREAL JULICROC BOLITAS CHOCOLATE 150G.           ,2024-08-16,2024-08-22,675.75,1
7798332890446,TORNIC JULICROC 65G.                              ,2024-08-23,2024-08-29,539.75,1
7798332890507,CEREAL JULICROC BEE CROC 120G                     ,2024-08-16,2024-08-22,675.75,1
7798333321925,BEBIDA BASE NUEZ PECAN PAMPA VIDA 1L. S/AZUCAR    ,2024-08-09,2024-08-15,2200.0,1
7798338291049,LECHE CON CACAO LAS 3 NIÑAS 1L.                   ,2024-08-23,2024-08-29,1492.5,1
7798338291070,CREMA LECHE LAS 3 NIÑAS 200ML.UAT COCINA          ,2024-08-02,2024-08-08,1325.0,1
7798353195278,VINO BLANCO CORDERO C/PIEL DE LOBO DULCE NAT.750ML,2024-08-30,2024-08-31,3590.0,1
7798422620090,BEBIDA ENERGIZANTE MONSTER ZERO 473ML.LATA        ,2024-08-15,2024-08-16,1436.0,1
7891150046481,JABON TOCADOR DOVE 3U.X90G. ORIGINAL              ,2024-08-02,2024-08-08,2995.0,1
7891150095700,JABON TOCADOR DOVE 3U.X90G. PIEL SENSIBLE         ,2024-08-02,2024-08-08,2995.0,1
9002490100070,ENERGIZANTE RED BULL 250 C.C.                     ,2024-08-09,2024-08-10,1998.0,1
